철원, , ,20 이상, ,6.6,-3.6,3.9, , ,48,남서,,1015.3
청송군, , ,20 이상, ,10.1,-11.9,7.6, , ,20,서북서,,1012.9
청주, , ,20 이상, ,9.6,-7.1,8.0, , ,30,서북서,,1015.6
추풍령, , ,20 이상, ,7.9,-9.9,4.6, , ,27,서남서,,1014.9
춘천, , ,20 이상, ,8.9,-8.6,6.0, , ,28,서남서,,1014.3
충주, , ,20 이상, ,8.5,-9.9,6.0, , ,26,서,,1014.9
태백, , ,20 이상, ,4.5,-13.8,4.5, , ,25,북서,,1012.2
통영, , ,20 이상, ,10.0,-4.4,8.4, , ,36,남서,,1015.1
파주, , ,18.1, ,7.4,-2.0,5.2, , ,51,남서,,1016.5
포항,0,맑음,20 이상,0,13.1,-11.4,12.5, , ,17,서,,1013.3
함양군, , ,20 이상, ,9.5,-16.7,6.8, , ,14,남남서,,1015.5
합천, , ,20 이상, ,12.1,-13.0,11.2, , ,16,서,,1013.6
해남, , ,20 이상, ,5.8,-7.1,2.2, , ,39,서북서,,1019.0
홍성,1,맑음,20 이상,1,7.0,-3.0,4.6, , ,49,서남서,,1017.8
홍천, , ,20 이상, ,8.4,-11.0,6.6, , ,24,남서,,1014.4
흑산도,0,맑음,20 이상,0,6.7,-4.4,4.2, , ,45,북서,,1019.1
